Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,City Generator Link
814,Grollu,Osnia,Osnia Province,Pareptul,Empire of Pareptul,Kili'ini,Deities of Trade,977,1135.26,586.72,36.49,8.58,1890,54°F,Paris,,,,walls,plaza,,,{t1:sable;charges:[{charge:ramHeadErased;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Grollu&population=977&size=9&seed=8563657060814&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
815,Auroriacoli,Thelippa,Thelippa Province,West Esla,Kingdom of West Esla,Esla'rei,Deities of the Realm,181,1367,582,36.71,19.93,82,61°F,Dubrovnik,,port,,,plaza,,,{t1:or;ordinaries:[{ordinary:pale;t:azure;line:straight}];charges:[{charge:windmill;t:argent;p:e;t2:argent;t3:sable;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=181&name=&seed=8563657060815&width=600&height=273&tags=coast%2Cdead+end
816,Aethes,Omnev,Omnev Province,Illoveth,Kingdom of Illoveth,Nevterish,Deities of Nature,120,511.54,590.39,36.31,-21.96,2051,55°F,Milan,,,,,plaza,,,{t1:azure;ordinaries:[{ordinary:chief;t:argent;line:straight}];charges:[{charge:frog;t:gules;p:b;size:0.5}];shield:heater},https://watabou.github.io/village-generator/?pop=120&name=&seed=8563657060816&width=600&height=273&tags=highway
817,Ellemar,Kasaliannead,Kasaliannead Province,Illoveth,Kingdom of Illoveth,Nevterish,Deities of Nature,369,621.99,591.73,36.24,-16.55,3360,52°F,Antwerp,,,,,plaza,,,{t1:argent;charges:[{charge:hook;t:gules;p:jlh;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=369&name=&seed=8563657060817&width=800&height=364&tags=river%2Chighway%2Cdense
818,Shemnes,Nylmas,Nylmas Province,Illoveth,Kingdom of Illoveth,Nevterish,Deities of Nature,996,577.67,593.3,36.17,-18.72,4492,46°F,Prague,,,citadel,,plaza,,,{t1:argent;division:{division:perCross;t:sable;line:straight};charges:[{charge:lute;t:azure;p:j;t2:azure;size:0.6};{charge:tree;t:argent;p:l;size:0.6};{charge:fusil;t:argent;p:m;size:0.6};{charge:fusil;t:gules;p:o;size:0.6}];shield:heater},https://watabou.github.io/city-generator/?name=Shemnes&population=996&size=9&seed=8563657060818&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
819,Yethva,Reine,Reine Province,Varcii,Varciian Commonwealth,Nevterish,Deities of Nature,294,766.85,596.47,36.01,-9.46,3573,50°F,London,,,,walls,plaza,,,{t1:argent;division:{division:perFess;t:purpure;line:straight};ordinaries:[{ordinary:mount;t:gules;divided:counter}];shield:heater},https://watabou.github.io/city-generator/?name=Yethva&population=294&size=6&seed=8563657060819&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
820,Viphjuksur,Imins,Imins Province,Salvania,Salvanian Kingdom,Kili'ini,Deities of Trade,2980,979,596,36.03,0.93,52,63°F,Lisbon,,port,citadel,walls,plaza,temple,shanty town,{t1:gules;ordinaries:[{ordinary:fess;t:argent;line:archedReversed}];charges:[{charge:ramHeadErased;t:argent;p:abc;t2:argent;t3:or;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Viphjuksur&population=2980&size=13&seed=8563657060820&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1&sea=1.48
821,Tlaulal,Nylmas,Nylmas Province,Illoveth,Kingdom of Illoveth,Nevterish,Deities of Nature,215,576.5,603,35.69,-18.78,840,59°F,Rome,,port,,,,,,{t1:argent;ordinaries:[{ordinary:fessCotissed;t:gules;line:straight}];charges:[{charge:mascle;t:argent;p:def;size:0.5}];shield:heater},https://watabou.github.io/village-generator/?pop=215&name=&seed=8563657060821&width=800&height=364&tags=coast%2Chighway%2Cno+square
822,Thesath,Reine,Reine Province,Varcii,Varciian Commonwealth,Nevterish,Deities of Nature,242,751.38,599.67,35.86,-10.21,2218,55°F,Milan,,,,,plaza,,,{t1:azure;ordinaries:[{ordinary:pilesInPoint;t:argent}];charges:[{charge:talbotSejant;t:or;p:jlh;t2:or;t3:or;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=242&name=&seed=8563657060822&width=800&height=364&tags=river%2Chighway
823,Topkordem,Doyelu,Doyelu Province,Irdre,Irdrean Consulate,Maysiolian,Deities of Nature,121,896.08,600.93,35.79,-3.13,1184,59°F,Rome,,,,,,,,{t1:sable;charges:[{charge:stagsAttires;t:argent;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=121&name=&seed=8563657060823&width=600&height=273&tags=dead+end%2Cno+square
824,Xult'jitesh,Weila Aldsa,Weila Aldsa Province,Abeia,The Union Sovereign Cities of the Abeian Strait,Kili'ini,Deities of Trade,424,1177.58,601.12,35.79,10.65,5250,45°F,Halifax,,,,,plaza,,,{t1:or;division:{division:perCross;t:gules;line:straight};ordinaries:[{ordinary:bendSinister;t:azure;line:straight}];shield:heater},https://watabou.github.io/village-generator/?pop=424&name=&seed=8563657060824&width=800&height=364&tags=highway%2Cdense
825,Ralasto,Ti'yare,Ti'yare Province,Esla,Eslan Empire,Esla'rei,Deities of the Realm,501,1462.55,600.43,35.82,24.6,210,63°F,Lisbon,,,,,plaza,,,{t1:vert;charges:[{charge:caravel;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=501&name=&seed=8563657060825&width=1000&height=455&tags=river%2Chighway%2Cdense
826,Yethse,Gelulallesa,Gelulallesa Province,Varcii,Varciian Commonwealth,Nevterish,Deities of Nature,369,684.9,604.23,35.63,-13.47,2392,54°F,Paris,,,,,plaza,,,{t1:argent;charges:[{charge:sagittarius;t:gules;p:e;t2:gules;t3:azure;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=369&name=&seed=8563657060826&width=800&height=364&tags=highway%2Cdense
827,Noriamium,Ryholara,Ryholara Province,Esla,Eslan Empire,Esla'rei,Deities of the Realm,995,1553.94,607.08,35.5,29.08,266,61°F,Dubrovnik,,,citadel,,plaza,,,{t1:argent;division:{division:perBend;t:sable;line:straight};charges:[{charge:dolphin;t:vert;p:l;t2:vert;size:0.7};{charge:billet;t:or;p:m;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Noriamium&population=995&size=9&seed=8563657060827&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
828,Lyanatheilon,Gelulallesa,Gelulallesa Province,Varcii,Varciian Commonwealth,Nevterish,Deities of Nature,1040,675.83,610.37,35.34,-13.91,1890,55°F,Milan,,,,,plaza,,,{t1:argent;division:{division:perChevron;t:gules;line:straight};charges:[{charge:grenade;t:purpure;p:e;t2:azure;divided:counter;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1040&name=&seed=8563657060828&width=1400&height=636&tags=dead+end%2Cdense
829,Mavoeimaro,Carvalgia,Carvalgia Province,Hethi,Council of Hethi,Therini,Deity of High Truth,115,1704.35,607.91,35.46,36.44,397,61°F,Dubrovnik,,,,,,,,{t1:argent;ordinaries:[{ordinary:bendSinister;t:azure;line:wavy}];charges:[{charge:inescutcheon;t:azure;p:ai;size:0.5};{charge:crossPatonce;t:or;p:ai;size:0.25}];shield:heater},https://watabou.github.io/village-generator/?pop=115&name=&seed=8563657060829&width=600&height=273&tags=river%2Chighway%2Cno+square
830,Cantia,Thelippa,Thelippa Province,West Esla,Kingdom of West Esla,Esla'rei,Deities of the Realm,265,1361.1,616.76,35.03,19.64,397,61°F,Dubrovnik,,,,,plaza,,,{t1:vert;division:{division:perFess;t:argent;line:straight};charges:[{charge:comet;t:or;p:k;size:0.7};{charge:mullet4;t:sable;p:n;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=265&name=&seed=8563657060830&width=800&height=364&tags=river%2Chighway
831,Ergar,G'risia,G'risia Province,Pareptul,Empire of Pareptul,Kili'ini,Deities of Trade,987,1115.47,618.59,34.94,7.61,1736,57°F,Batumi,,,citadel,walls,plaza,,,{t1:argent;division:{division:perCross;t:azure;line:angled};charges:[{charge:key;t:vert;p:j;size:0.6}];shield:heater},https://watabou.github.io/city-generator/?name=Ergar&population=987&size=9&seed=8563657060831&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
832,Lugripodu,Ryholara,Ryholara Province,Esla,Eslan Empire,Esla'rei,Deities of the Realm,680,1592.26,625.04,34.62,30.95,328,61°F,Dubrovnik,,,,,plaza,,,{t1:azure;division:{division:perFess;t:argent;line:wavy};charges:[{charge:lute;t:or;p:jlh;t2:or;divided:counter;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=680&name=&seed=8563657060832&width=1000&height=455&tags=river%2Cdead+end%2Cdense
833,Daquinsium,Thelippa,Thelippa Province,West Esla,Kingdom of West Esla,Esla'rei,Deities of the Realm,122,1376.21,628.72,34.44,20.38,82,63°F,Lisbon,,,,,plaza,,,{t1:argent;ordinaries:[{ordinary:bend;t:purpure;line:dentilly}];charges:[{charge:mascle;t:sable;p:cg;size:0.5}];shield:heater},https://watabou.github.io/village-generator/?pop=122&name=&seed=8563657060833&width=600&height=273&tags=dead+end
834,Vupjinasha,Osnia,Osnia Province,Pareptul,Empire of Pareptul,Kili'ini,Deities of Trade,670,1122.35,635.01,34.14,7.95,2953,52°F,Antwerp,,,,,plaza,,,{t1:or;division:{division:perCross;t:gules;line:straight};charges:[{charge:wing;t:sable;p:jo;divided:counter;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=670&name=&seed=8563657060834&width=1000&height=455&tags=dead+end%2Cdense
835,Vupjess,Osnia,Osnia Province,Pareptul,Empire of Pareptul,Kili'ini,Deities of Trade,190,1155.5,633,34.24,9.57,1588,57°F,Batumi,,port,citadel,,plaza,,,{t1:purpure;division:{division:perChevronReversed;t:argent;line:dovetailedIndented};charges:[{charge:crossArrowed;t:or;p:mok;divided:counter;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Vupjess&population=190&size=6&seed=8563657060835&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.47
836,Matumetinis,Thelippa,Thelippa Province,West Esla,Kingdom of West Esla,Esla'rei,Deities of the Realm,182,1364.5,637.5,34.02,19.8,82,63°F,Lisbon,,port,,,plaza,,,{t1:azure;ordinaries:[{ordinary:saltireParted;t:or;line:straight}];charges:[{charge:escallop;t:gules;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=182&name=&seed=8563657060836&width=600&height=273&tags=coast%2Cdead+end
837,Boytenay,North Forest,North Forest Occupation zone,Illoveth,Kingdom of Illoveth,Maysiolian,Deities of Nature,450,554.18,637.3,34.03,-19.87,3360,52°F,Antwerp,,,citadel,,plaza,,,{t1:vert;charges:[{charge:fusil;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Boytenay&population=450&size=7&seed=8563657060837&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
838,Baharmansu,North Forest,North Forest Occupation zone,Illoveth,Kingdom of Illoveth,Maysiolian,Deities of Nature,820,534.13,643.89,33.71,-20.85,1588,59°F,Rome,,,citadel,,plaza,,,{t1:purpure;ordinaries:[{ordinary:terrace;t:argent;line:straight}];charges:[{charge:bridge;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Baharmansu&population=820&size=8&seed=8563657060838&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
839,Rrazash,Osnia,Osnia Province,Pareptul,Empire of Pareptul,Kili'ini,Deities of Trade,465,1133.87,646.53,33.58,8.51,3360,54°F,Paris,,,,,plaza,,,{t1:gules;division:{division:perCross;t:azure;line:potentyDexter};charges:[{charge:inescutcheon;t:or;p:jo;divided:counter;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=465&name=&seed=8563657060839&width=800&height=364&tags=highway%2Cdense
840,Manium,Tazi,Tazi Province,Esla,Eslan Empire,Esla'rei,Deities of the Realm,118,1502.43,649.97,33.41,26.56,161,64°F,Barcelona,,,,,,,,{t1:sable;division:{division:perChevron;t:vert;line:straight};ordinaries:[{ordinary:bordure;t:argent}];shield:heater},https://watabou.github.io/village-generator/?pop=118&name=&seed=8563657060840&width=600&height=273&tags=highway%2Cno+square
841,Mij'jess,G'risia,G'risia Province,Pareptul,Empire of Pareptul,Kili'ini,Deities of Trade,794,1115.9,654.6,33.19,7.63,1890,57°F,Batumi,,,,walls,plaza,,,{t1:gules;charges:[{charge:key;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Mij%27jess&population=794&size=8&seed=8563657060841&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
842,Laveladavei,Eurodiria,Eurodiria Province,Sueiana,Great Union of Sueiana,Therini,Deity of High Truth,1167,1677.15,652.39,33.29,35.11,161,64°F,Barcelona,,,,walls,plaza,,,{t1:counterVair-or-azure-smaller;ordinaries:[{ordinary:orle;t:gules}];shield:heater},https://watabou.github.io/city-generator/?name=Laveladavei&population=1167&size=9&seed=8563657060842&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
843,Keatheinolu,North Forest,North Forest Zone,Mesenolo,Mesenolan Republic,Nevterish,Deities of Nature,312,469.23,660.83,32.88,-24.03,554,63°F,Lisbon,,,,,plaza,,,{t1:gules;ordinaries:[{ordinary:fess;t:or;line:straight}];charges:[{charge:wasp;t:or;p:abc;t2:or;t3:or;size:0.5}];shield:heater},https://watabou.github.io/village-generator/?pop=312&name=&seed=8563657060843&width=800&height=364&tags=dead+end%2Cdense
844,Balaz,North Forest,North Forest Occupation zone,Illoveth,Kingdom of Illoveth,Maysiolian,Deities of Nature,122,576.99,660.86,32.88,-18.75,1063,61°F,Dubrovnik,,,citadel,,plaza,,,{t1:gules;charges:[{charge:bowWithArrow;t:or;p:e;t2:or;t3:or;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Balaz&population=122&size=6&seed=8563657060844&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
845,Mapjess,Vai,Vai Province,Abeia,The Union Sovereign Cities of the Abeian Strait,Kili'ini,Deities of Trade,1088,1304.3,659.2,32.96,16.86,82,64°F,Barcelona,,,citadel,,plaza,,,{t1:argent;ordinaries:[{ordinary:pileInBend;t:azure}];shield:heater},https://watabou.github.io/city-generator/?name=Mapjess&population=1088&size=9&seed=8563657060845&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
846,Luvovia,Tazi,Tazi Province,Esla,Eslan Empire,Esla'rei,Deities of the Realm,925,1415.73,659.73,32.94,22.31,1184,61°F,Dubrovnik,,,,,plaza,,,{t1:argent;division:{division:perPale;t:gules;line:straight};charges:[{charge:key;t:purpure;p:e;divided:counter;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=925&name=&seed=8563657060846&width=1000&height=455&tags=highway%2Cdense
847,Bozkay,North Forest,North Forest Zone,Mesenolo,Mesenolan Republic,Maysiolian,Deities of Nature,123,515.37,670.29,32.42,-21.77,472,63°F,Lisbon,,,,,plaza,,,{t1:or;charges:[{charge:rake;t:gules;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=123&name=&seed=8563657060847&width=600&height=273&tags=highway
848,Reriacum,Adamurralma,Adamurralma Province,Abeia,The Union Sovereign Cities of the Abeian Strait,Esla'rei,Deities of the Realm,121,1235.57,670.2,32.43,13.49,738,63°F,Lisbon,,,,,,,,{t1:azure;charges:[{charge:crossMoline;t:argent;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=121&name=&seed=8563657060848&width=600&height=273&tags=pond%2Chighway%2Cno+square
849,Cuzush,Adamurralma,Adamurralma Province,Abeia,The Union Sovereign Cities of the Abeian Strait,Kili'ini,Deities of Trade,149,1217.57,675.78,32.16,12.61,328,63°F,Lisbon,,,,,plaza,,,{t1:argent;division:{division:perCross;t:azure;line:straight};charges:[{charge:crescent;t:sable;p:j;size:0.6};{charge:lizard;t:or;p:l;size:0.6};{charge:laurelWreath;t:argent;p:m;size:0.6};{charge:lionRampant;t:purpure;p:o;size:0.6}];shield:heater},https://watabou.github.io/village-generator/?pop=149&name=&seed=8563657060849&width=600&height=273&tags=highway
850,Leruvocenda,Adamurralma,Adamurralma Province,Abeia,The Union Sovereign Cities of the Abeian Strait,Esla'rei,Deities of the Realm,122,1259.03,674.53,32.22,14.64,472,63°F,Lisbon,,,,,plaza,,,{t1:argent;ordinaries:[{ordinary:fess;t:azure;line:embattledNotched}];charges:[{charge:anchor;t:argent;p:e;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=122&name=&seed=8563657060850&width=600&height=273&tags=dead+end%2Cfarmland
851,Yeke,North Forest,North Forest Zone,Mesenolo,Mesenolan Republic,Maysiolian,Deities of Nature,1341,502.99,677.75,32.06,-22.37,328,63°F,Lisbon,,,,walls,plaza,,,{t1:argent;division:{division:perFess;t:gules;line:straight};charges:[{charge:arrowsSheaf;t:azure;p:k;t2:azure;t3:azure;size:0.7};{charge:horsePassant;t:or;p:n;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Yeke&population=1341&size=10&seed=8563657060851&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
852,Yelkan,North Forest,North Forest Zone,Mesenolo,Mesenolan Republic,Maysiolian,Deities of Nature,1120,555.8,677.7,32.06,-19.79,1312,59°F,Rome,,,,,plaza,,,{t1:purpure;division:{division:perFess;t:argent;line:rayonne};charges:[{charge:cinquefoil;t:or;p:k;size:0.7};{charge:cavalier;t:vert;p:n;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=1120&name=&seed=8563657060852&width=1400&height=636&tags=dead+end%2Cdense
853,Cedionabis,Tazi,Tazi Province,Esla,Eslan Empire,Esla'rei,Deities of the Realm,690,1393.87,676.95,32.1,21.24,118,64°F,Barcelona,,,,walls,plaza,,,{t1:gules;division:{division:perFess;t:argent;line:indented};charges:[{charge:goutte;t:or;p:k;size:0.7};{charge:crescent;t:purpure;p:n;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Cedionabis&population=690&size=8&seed=8563657060853&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
854,Louromarei,Himna Ve'amla,Himna Ve'amla Province,Hethi,Council of Hethi,Therini,Deity of High Truth,453,1758.82,676.68,32.11,39.11,472,63°F,Lisbon,,,citadel,,plaza,,,{t1:ermine-argent-sable;division:{division:perFess;t:purpure;line:straight};charges:[{charge:crossPattee;t:azure;p:k;size:0.7};{charge:fasces;t:or;p:n;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Louromarei&population=453&size=7&seed=8563657060854&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
855,Nakess,Canth,Canth Province,Bransha,Kingdom of Bransha,Kili'ini,Deities of the Realm,815,1154.98,685.35,31.69,9.55,328,63°F,Lisbon,,,,walls,plaza,,,{t1:azure;charges:[{charge:spear;t:or;p:kn;t2:or;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Nakess&population=815&size=8&seed=8563657060855&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
856,Suegranta,Tazi,Tazi Province,Esla,Eslan Empire,Esla'rei,Deities of the Realm,652,1396.8,685.4,31.69,21.38,397,63°F,Lisbon,,,,,plaza,,,{t1:argent;ordinaries:[{ordinary:chief;t:gules;line:straight}];charges:[{charge:crossHummetty;t:argent;p:abc;size:0.5}];shield:heater},https://watabou.github.io/village-generator/?pop=652&name=&seed=8563657060856&width=1000&height=455&tags=dead+end%2Cdense
857,Cetorum,Victomia,Victomia Province,Lathanar,Dominion of Lathanar,Esla'rei,Deities of the Realm,117,1584.97,686.09,31.66,30.6,161,64°F,Barcelona,,,,,plaza,,,{t1:lozengy-argent-sable;charges:[{charge:stagPassant;t:azure;p:e;t2:azure;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=117&name=&seed=8563657060857&width=600&height=273&tags=river%2Chighway
858,Tranho,Guixenada,Guixenada Province,Sueiana,Great Union of Sueiana,Therini,Deity of High Truth,1393,1645,682.5,31.83,33.54,266,63°F,Lisbon,,,,walls,plaza,temple,,{t1:or;ordinaries:[{ordinary:cross;t:sable;line:straight}];charges:[{charge:lozenge;t:or;p:beh;size:0.3}];shield:heater},https://watabou.github.io/city-generator/?name=Tranho&population=1393&size=10&seed=8563657060858&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
